Stage 1) Random starting synaptic weights: 
Layer 0 (4 neurons, each with 4 inputs):

[[0.22061374344252072, -0.16543507594704382, 1.21538559350389, -0.12604606480153846],
 [0.05480492078909139, 0.7912405585307817, -0.45461620242812095, -0.2958183289651442],
 [0.09380161291851774, -0.16493497888967962, -0.596382306210903, -0.10243825529379365],
 [-0.17941447350062156, 0.3017358013047477, -0.8323942647358472, -0.3500895188449757]]

Layer 1 (3 neurons, each with 4 inputs):

[[0.5756955047435851, 0.9286655036156559, -0.7555897788441829],
 [0.3224237554463892, -0.4903039426093109, -0.42842657735804496],
 [-0.43593959162782675, -0.21125396458119716, 0.498219913456681],
 [0.3562106354382839, 0.029572121609519948, -0.1816554392409587]]

Epoch 79: 83.33333333333334
Epoch 80: 83.33333333333334
Epoch 81: 83.33333333333334
Epoch 82: 83.33333333333334
Epoch 83: 83.33333333333334
Epoch 84: 83.33333333333334
Epoch 85: 83.33333333333334
Epoch 86: 83.33333333333334
Epoch 87: 83.33333333333334
Epoch 88: 83.33333333333334
Epoch 89: 83.33333333333334
Epoch 90: 83.33333333333334
Epoch 91: 83.33333333333334
Epoch 92: 83.33333333333334
Epoch 93: 83.33333333333334
Epoch 94: 83.33333333333334
Epoch 95: 83.33333333333334
Epoch 96: 83.33333333333334
Epoch 97: 83.33333333333334
Epoch 98: 83.33333333333334
Epoch 99: 83.33333333333334
Epoch 100: 83.33333333333334
Epoch 101: 83.33333333333334
Epoch 102: 83.33333333333334
Epoch 103: 83.33333333333334
Epoch 104: 83.33333333333334
Epoch 105: 83.33333333333334
Epoch 106: 83.33333333333334
Epoch 107: 83.33333333333334
Epoch 108: 83.33333333333334
Epoch 109: 83.33333333333334
Epoch 110: 83.33333333333334
Epoch 111: 83.33333333333334
Epoch 112: 66.66666666666666
Epoch 113: 66.66666666666666
Epoch 114: 83.33333333333334
Epoch 115: 83.33333333333334
Epoch 116: 83.33333333333334
Epoch 117: 83.33333333333334
Epoch 118: 83.33333333333334
Epoch 119: 83.33333333333334
Epoch 120: 83.33333333333334
Epoch 121: 83.33333333333334
Epoch 122: 83.33333333333334
Epoch 123: 83.33333333333334
Epoch 124: 83.33333333333334
Epoch 125: 83.33333333333334
Epoch 126: 83.33333333333334
Epoch 127: 83.33333333333334
Epoch 128: 83.33333333333334
Epoch 129: 83.33333333333334
Epoch 130: 83.33333333333334
Epoch 131: 83.33333333333334
Epoch 132: 83.33333333333334
Epoch 133: 83.33333333333334
Epoch 134: 83.33333333333334
Epoch 135: 83.33333333333334
Epoch 136: 83.33333333333334
Epoch 137: 83.33333333333334
Epoch 138: 83.33333333333334
Epoch 139: 83.33333333333334
Epoch 140: 83.33333333333334
Epoch 141: 83.33333333333334
Epoch 142: 83.33333333333334
Epoch 143: 83.33333333333334
Epoch 144: 83.33333333333334
Epoch 145: 83.33333333333334
Epoch 146: 83.33333333333334
Epoch 147: 83.33333333333334
Epoch 148: 83.33333333333334
Epoch 149: 83.33333333333334
Epoch 150: 83.33333333333334
Epoch 151: 83.33333333333334
Epoch 152: 83.33333333333334
Epoch 153: 83.33333333333334
Epoch 154: 83.33333333333334
Epoch 155: 83.33333333333334
Epoch 156: 83.33333333333334
Epoch 157: 83.33333333333334
Epoch 158: 83.33333333333334
Epoch 159: 83.33333333333334
Epoch 160: 83.33333333333334
Epoch 161: 83.33333333333334
Epoch 162: 83.33333333333334
Epoch 163: 83.33333333333334
Epoch 164: 83.33333333333334
Epoch 165: 83.33333333333334
Epoch 166: 83.33333333333334
Epoch 167: 83.33333333333334
Epoch 168: 83.33333333333334
Epoch 169: 83.33333333333334
Epoch 170: 83.33333333333334
Epoch 171: 83.33333333333334
Epoch 172: 83.33333333333334
Epoch 173: 83.33333333333334
Epoch 174: 100.0
Epoch 175: 100.0
Epoch 176: 83.33333333333334
Epoch 177: 83.33333333333334
Epoch 178: 100.0
Epoch 179: 100.0
Epoch 180: 100.0
Epoch 181: 100.0
Epoch 182: 83.33333333333334
Epoch 183: 83.33333333333334
Epoch 184: 100.0
Epoch 185: 100.0
Epoch 186: 83.33333333333334
Epoch 187: 83.33333333333334
Epoch 188: 100.0
Epoch 189: 100.0
Epoch 190: 100.0
Epoch 191: 100.0
Epoch 192: 83.33333333333334
Epoch 193: 83.33333333333334
Epoch 194: 100.0
Epoch 195: 100.0
Epoch 196: 100.0
Epoch 197: 100.0
Epoch 198: 100.0
Epoch 199: 100.0
198: 100.0
Stage 3) Validation:
[ 0.73068001 -0.72677329 -0.740691  ]
           _______________       
          |       |       |      Prediction: Vertical
          |       |   X   |
          |_______|_______|
          |       |       |
          |       |   X   |
          |_______|_______|


[-0.26114028 -0.49578806 -0.88621658]
           _______________       
          |       |       |      Prediction: Vertical
          |   X   |       |
          |_______|_______|
          |       |       |
          |   X   |       |
          |_______|_______|


[-1.          1.         -0.98559394]
           _______________       
          |       |       |      Prediction: Horizontal
          |       |       |
          |_______|_______|
          |       |       |
          |   X   |   X   |
          |_______|_______|


[-0.90282017  0.52264681 -0.93505067]
           _______________       
          |       |       |      Prediction: Horizontal
          |   X   |   X   |
          |_______|_______|
          |       |       |
          |       |       |
          |_______|_______|


[-0.85642779 -0.99511659  1.        ]
           _______________       
          |       |       |      Prediction: Diagonal
          |       |   X   |
          |_______|_______|
          |       |       |
          |   X   |       |
          |_______|_______|


[-1.         -0.89720425  0.83347577]
           _______________       
          |       |       |      Prediction: Diagonal
          |   X   |       |
          |_______|_______|
          |       |       |
          |       |   X   |
          |_______|_______|


